37.15.2,False,True,75,American Decorative Arts,Andiron,Andiron,,,,,,,,,,,,,,,1770–1800,1770,1800,Iron,30 3/4 x 28 in. (78.1 x 71.1 cm),"Purchase, The Sylmaris Collection, Gift of George Coe Graves, by exchange, 1937",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/75,2/6/2017 8:00:16 AM,"Metropolitan Museum of Art, New York, NY"
37.46.1,False,False,76,American Decorative Arts,Andiron,Andiron,,,,,,,,,,,,,,,1740–60,1740,1760,"Iron, brass",21 1/4 x 17 3/4 in. (54 x 45.1 cm),"Rogers Fund, 1937",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/76,2/6/2017 8:00:16 AM,"Metropolitan Museum of Art, New York, NY"
37.46.2,False,False,77,American Decorative Arts,Andiron,Andiron,,,,,,,,,,,,,,,1740–60,1740,1760,"Iron, brass",21 1/4 x 17 3/4 in. (54 x 45.1 cm),"Rogers Fund, 1937",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/77,2/6/2017 8:00:16 AM,"Metropolitan Museum of Art, New York, NY"
37.174.1,False,True,78,American Decorative Arts,Andiron,Andiron,,,,,,,,,,,,,,,ca. 1700,1697,1700,"Brass, iron",17 3/4 x 24 in. (45.1 x 61 cm),"Rogers Fund, 1937",Made in,,,,Spain,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/78,2/6/2017 8:00:16 AM,"Metropolitan Museum of Art, New York, NY"
37.174.2,False,True,79,American Decorative Arts,Andiron,Andiron,,,,,,,,,,,,,,,ca. 1700,1697,1700,"Brass, iron",17 3/4 x 24 in. (45.1 x 61 cm),"Rogers Fund, 1937",Made in,,,,Spain,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/79,2/6/2017 8:00:16 AM,"Metropolitan Museum of Art, New York, NY"
39.184.46,False,True,80,American Decorative Arts,Andiron,Andiron,,,,,,,,,,,,,,,1760–80,1760,1780,"Brass, iron",25 1/2 x 22 1/4 x 13 1/2 in. (64.8 x 56.5 x 34.3 cm),"Gift of James DeLancey Verplanck and John Bayard Rodgers Verplanck,  1939",Probably made in,New York,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/80,2/6/2017 8:00:16 AM,"Metropolitan Museum of Art, New York, NY"
39.184.47,False,True,81,American Decorative Arts,Andiron,Andiron,,,,,,,,,,,,,,,1760–80,1760,1780,"Brass, iron",25 1/2 x 22 1/4 x 13 1/2 in. (64.8 x 56.5 x 34.3 cm),"Gift of James DeLancey Verplanck and John Bayard Rodgers Verplanck,  1939",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/81,2/6/2017 8:00:16 AM,"Metropolitan Museum of Art, New York, NY"
41.160.340,False,False,84,American Decorative Arts,Andiron,Andiron,,,,,,,,,,,,,,,1800–1850,1800,1850,Brass,16 1/8 x 15 1/4 x 8 1/8 in. (41 x 38.7 x 20.6 cm),"Bequest of W. Gedney Beatty, 1941",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/84,2/6/2017 8:00:16 AM,"Metropolitan Museum of Art, New York, NY"
41.160.341,False,False,85,American Decorative Arts,Andiron,Andiron,,,,,,,,,,,,,,,1800–1850,1800,1850,Brass,16 1/8 x 15 1/4 x 8 1/8 in. (41 x 38.7 x 20.6 cm),"Bequest of W. Gedney Beatty, 1941",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/85,2/6/2017 8:00:16 AM,"Metropolitan Museum of Art, New York, NY"
41.160.344,False,True,86,American Decorative Arts,Andiron,Andiron,,,,,,,,,,,,,,,1730–70,1730,1770,Brass,19 1/4 x 19 1/2 x 11 3/4 in. (48.9 x 49.5 x 29.8 cm),"Bequest of W. Gedney Beatty, 1941",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/86,2/6/2017 8:00:16 AM,"Metropolitan Museum of Art, New York, NY"
41.160.345,False,True,87,American Decorative Arts,Andiron,Andiron,,,,,,,,,,,,,,,1730–70,1730,1770,Brass,19 1/4 x 19 1/2 x 11 3/4 in. (48.9 x 49.5 x 29.8 cm),"Bequest of W. Gedney Beatty, 1941",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/87,2/6/2017 8:00:16 AM,"Metropolitan Museum of Art, New York, NY"
41.160.346,False,True,88,American Decorative Arts,Andiron,Andiron,,,,,,,,,,,,,,,1770–1800,1770,1800,Brass,20 3/4 x 19 1/2 x 11 3/4 in. (52.7 x 49.5 x 29.8 cm),"Bequest of W. Gedney Beatty, 1941",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/88,2/6/2017 8:00:16 AM,"Metropolitan Museum of Art, New York, NY"
41.160.347,False,True,89,American Decorative Arts,Andiron,Andiron,,,,,,,,,,,,,,,1770–1800,1770,1800,Brass,20 3/4 x 19 1/2 x 11 3/4 in. (52.7 x 49.5 x 29.8 cm),"Bequest of W. Gedney Beatty, 1941",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/89,2/6/2017 8:00:16 AM,"Metropolitan Museum of Art, New York, NY"
41.160.372,False,True,90,American Decorative Arts,Andiron,Andiron,,,,,,,,,,,,,,,1770–1830,1770,1830,Brass,18 3/4 x 17 in. (47.6 x 43.2 cm),"Bequest of W. Gedney Beatty, 1941",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/90,2/6/2017 8:00:16 AM,"Metropolitan Museum of Art, New York, NY"
41.160.373,False,True,91,American Decorative Arts,Andiron,Andiron,,,,,,,,,,,,,,,1770–1830,1770,1830,Brass,18 3/4 x 17 in. (47.6 x 43.2 cm),"Bequest of W. Gedney Beatty, 1941",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/91,2/6/2017 8:00:16 AM,"Metropolitan Museum of Art, New York, NY"
46.67.126,False,True,92,American Decorative Arts,Andiron,Andiron,American,,,,,,,,,,,,,,1795–1815,1795,1815,"Brass, iron",23 1/4 x 23 1/2 in. (59.1 x 59.7 cm),"Gift of the Members of the Committee of the Bertha King Benkard Memorial Fund, 1946",Made in,New York,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/92,2/6/2017 8:00:16 AM,"Metropolitan Museum of Art, New York, NY"
46.67.127,False,True,93,American Decorative Arts,Andiron,Andiron,American,,,,,,,,,,,,,,1795–1815,1795,1815,"Brass, iron",23 1/4 x 23 1/2 in. (59.1 x 59.7 cm),"Gift of the Members of the Committee of the Bertha King Benkard Memorial Fund, 1946",Made in,New York,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/93,2/6/2017 8:00:16 AM,"Metropolitan Museum of Art, New York, NY"
47.137.1,False,True,94,American Decorative Arts,Andiron,Andiron,,,,,,,,,,,,,,,1700–1800,1700,1800,Iron,21 x 15 3/4 in. (53.3 x 40 cm),"Gift of Mrs. J. Insley Blair, 1947",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/94,2/6/2017 8:00:16 AM,"Metropolitan Museum of Art, New York, NY"
47.137.2,False,True,95,American Decorative Arts,Andiron,Andiron,,,,,,,,,,,,,,,1700–1800,1700,1800,Iron,21 x 15 3/4 in. (53.3 x 40 cm),"Gift of Mrs. J. Insley Blair, 1947",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/95,2/6/2017 8:00:16 AM,"Metropolitan Museum of Art, New York, NY"
48.135.107,False,False,96,American Decorative Arts,Andiron,Andiron,,,,,,,,,,,,,,,1700–1800,1700,1800,"Brass, iron",23 1/4 x 18 1/4 in. (59.1 x 46.4 cm),"Bequest of Adeline R. Brown, 1947",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/96,2/6/2017 8:00:16 AM,"Metropolitan Museum of Art, New York, NY"
48.135.108,False,False,97,American Decorative Arts,Andiron,Andiron,,,,,,,,,,,,,,,1700–1800,1700,1800,"Brass, iron",23 1/4 x 18 1/4 in. (59.1 x 46.4 cm),"Bequest of Adeline R. Brown, 1947",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/97,2/6/2017 8:00:16 AM,"Metropolitan Museum of Art, New York, NY"
48.158.2,False,False,98,American Decorative Arts,Andiron,Andiron,,,,,,,,,,,,,,,1800–1900,1800,1900,"Brass, steel",11 3/8 x 14 1/2 x 12 in. (28.9 x 36.8 x 30.5 cm),"Gift of Mrs. J. Insley Blair, 1948",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/98,2/6/2017 8:00:16 AM,"Metropolitan Museum of Art, New York, NY"
48.158.3,False,False,99,American Decorative Arts,Andiron,Andiron,,,,,,,,,,,,,,,1800–1900,1800,1900,"Brass, steel",11 3/8 x 14 1/2 x 12 in. (28.9 x 36.8 x 30.5 cm),"Gift of Mrs. J. Insley Blair, 1948",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/99,2/6/2017 8:00:16 AM,"Metropolitan Museum of Art, New York, NY"
49.73.4,False,True,100,American Decorative Arts,Andiron,Andiron,American or British,,,,,,,,,,,,,,1700–1800,1700,1800,Iron,18 3/4 x 17 1/2 x 10 3/4 in. (47.6 x 44.5 x 27.3 cm),"Gift of Mrs. J. Insley Blair, 1949",Possibly made in|Possibly made in,,,,United States|England,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/100,2/6/2017 8:00:16 AM,"Metropolitan Museum of Art, New York, NY"
49.73.5,False,True,101,American Decorative Arts,Andiron,Andiron,American or British,,,,,,,,,,,,,,1700–1800,1700,1800,Iron,18 3/4 x 17 1/2 x 10 3/4 in. (47.6 x 44.5 x 27.3 cm),"Gift of Mrs. J. Insley Blair, 1949",Possibly made in|Possibly made in,,,,United States|England,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/101,2/6/2017 8:00:16 AM,"Metropolitan Museum of Art, New York, NY"
1971.180.62a,False,True,102,American Decorative Arts,Andiron,Andiron,,,,,,,,,,,,,,,1790–1820,1790,1820,"Brass, iron",22 1/2 x 27 x 13 in. (57.2 x 68.6 x 33 cm),"Bequest of Flora E. Whiting, 1971",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/102,2/6/2017 8:00:16 AM,"Metropolitan Museum of Art, New York, NY"
1971.180.62b,False,True,103,American Decorative Arts,Andiron,Andiron,,,,,,,,,,,,,,,1790–1820,1790,1820,"Brass, iron",22 1/2 x 27 x 13 in. (57.2 x 68.6 x 33 cm),"Bequest of Flora E. Whiting, 1971",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/103,2/6/2017 8:00:16 AM,"Metropolitan Museum of Art, New York, NY"
1980.499.4,False,True,104,American Decorative Arts,Andiron,Andiron,,,,,,,,,,,,,,,1700–1800,1700,1800,Wrought iron,24 x 11 1/2 x 16 in. (61 x 29.2 x 40.6 cm),"Gift of Mrs. Eleanor G. Sargent, 1980",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/104,2/6/2017 8:00:16 AM,"Metropolitan Museum of Art, New York, NY"
1980.499.5,False,True,105,American Decorative Arts,Andiron,Andiron,,,,,,,,,,,,,,,1700–1800,1700,1800,Wrought iron,24 x 11 1/2 x 16 in. (61 x 29.2 x 40.6 cm),"Gift of Mrs. Eleanor G. Sargent, 1980",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/105,2/6/2017 8:00:16 AM,"Metropolitan Museum of Art, New York, NY"
1984.134.1,False,True,106,American Decorative Arts,Andiron,Andiron,American,,,,,,,,,,,,,,ca. 1800,1797,1800,Brass,H. 22 1/2 in. (57.2 cm); Diam. 29 in. (73.7 cm),"Friends of the American Wing Fund, 1984",Made in,New York,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/106,2/6/2017 8:00:16 AM,"Metropolitan Museum of Art, New York, NY"
1984.134.2,False,True,107,American Decorative Arts,Andiron,Andiron,American,,,,,,,,,,,,,,ca. 1800,1797,1800,Brass,H. 22 1/2 in. (57.2 cm); Diam. 29 in. (73.7 cm),"Friends of the American Wing Fund, 1984",Probably made in,New York,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/107,2/6/2017 8:00:16 AM,"Metropolitan Museum of Art, New York, NY"
1989.120.1,False,True,108,American Decorative Arts,Andiron,Andiron,American,,,,,Maker,,John Bailey,"American, active New York, 1736–1815",,"Bailey, John",American,"1736      ","1815      ",1792–1814,1792,1814,Brass and iron,16 1/8 x 10 x 14 7/8 in. (41 x 25.4 x 37.8 cm),"Purchase, Mr. and Mrs. George M. Kaufman Gift, 1989",Made in,New York,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/108,2/6/2017 8:00:16 AM,"Metropolitan Museum of Art, New York, NY"
1989.120.2,False,True,109,American Decorative Arts,Andiron,Andiron,American,,,,,Maker,,John Bailey,"American, active New York, 1736–1815",,"Bailey, John",American,"1736      ","1815      ",1792–1814,1792,1814,Brass and iron,16 1/8 x 10 x 14 7/8 in. (41 x 25.4 x 37.8 cm),"Purchase, Mr. and Mrs. George M. Kaufman Gift, 1989",Made in,New York,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/109,2/6/2017 8:00:16 AM,"Metropolitan Museum of Art, New York, NY"
41.160.374,False,True,110,American Decorative Arts,Andiron,Andiron,American,,,,,Maker,,James Davis,active 1803–28,,"Davis, James",,"1803      ","1828      ",1803–28,1803,1828,Brass,18 1/2 x 17 in. (47 x 43.2 cm),"Bequest of W. Gedney Beatty, 1941",Made in,Boston,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/110,2/6/2017 8:00:16 AM,"Metropolitan Museum of Art, New York, NY"
41.160.375,False,True,111,American Decorative Arts,Andiron,Andiron,American,,,,,Maker,,James Davis,active 1803–28,,"Davis, James",,"1803      ","1828      ",1803–28,1803,1828,Brass,18 1/2 x 17 in. (47 x 43.2 cm),"Bequest of W. Gedney Beatty, 1941",Made in,Boston,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/111,2/6/2017 8:00:16 AM,"Metropolitan Museum of Art, New York, NY"
1985.349.1,False,True,112,American Decorative Arts,Andiron,Andiron,American,,,,,Maker,,John Molineux,active ca. 1800–1820,,"Molineux, John",,"1797      ","1820      ",ca. 1810,1807,1810,"Brass, iron",H. 17 in. (43.2 cm),"Gift of The Wunsch Americana Foundation, Inc., 1985",Made in,Boston,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/112,2/6/2017 8:00:16 AM,"Metropolitan Museum of Art, New York, NY"
1985.349.2,False,True,113,American Decorative Arts,Andiron,Andiron,American,,,,,Maker,,John Molineux,active ca. 1800–1820,,"Molineux, John",,"1797      ","1820      ",ca. 1810,1807,1810,"Brass, iron",H. 17 in. (43.2 cm),"Gift of The Wunsch Americana Foundation, Inc., 1985",Made in,Boston,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/113,2/6/2017 8:00:16 AM,"Metropolitan Museum of Art, New York, NY"
30.120.89,False,True,114,American Decorative Arts,Andiron,Andiron,American,,,,,Maker,,Revere and Son,ca. 1787–?,,Revere and Son,,"1787      ",,1787–1810,1787,1810,"Brass, iron",24 1/2 x 20 3/8 in. (62.2 x 51.8 cm),"The Sylmaris Collection, Gift of George Coe Graves, 1930",Made in,Boston,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/114,2/6/2017 8:00:16 AM,"Metropolitan Museum of Art, New York, NY"
30.120.90,False,True,115,American Decorative Arts,Andiron,Andiron,American,,,,,Maker,,Revere and Son,ca. 1787–?,,Revere and Son,,"1787      ",,1787–1810,1787,1810,"Brass, iron",24 1/2 x 20 3/8 in. (62.2 x 51.8 cm),"The Sylmaris Collection, Gift of George Coe Graves, 1930",Made in,Boston,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/115,2/6/2017 8:00:16 AM,"Metropolitan Museum of Art, New York, NY"
52.77.60,False,True,116,American Decorative Arts,Andiron,Andiron,American,,,,,Maker,,Paul Revere Jr.,"American, Boston, Massachusetts 1734–1818 Boston, Massachusetts",,"Revere, Paul, Jr.",American,"1734      ","1818      ",ca. 1790,1787,1790,Brass,H. 21 1/8 in. (53.7 cm),"Bequest of Mrs. J. Insley Blair, 1951",Made in,Boston,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/116,2/6/2017 8:00:16 AM,"Metropolitan Museum of Art, New York, NY"
52.77.61,False,True,117,American Decorative Arts,Andiron,Andiron,American,,,,,Maker,,Paul Revere Jr.,"American, Boston, Massachusetts 1734–1818 Boston, Massachusetts",,"Revere, Paul, Jr.",American,"1734      ","1818      ",ca. 1790,1787,1790,Brass,H. 21 1/8 in. (53.7 cm),"Bequest of Mrs. J. Insley Blair, 1951",Made in,Boston,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/117,2/6/2017 8:00:16 AM,"Metropolitan Museum of Art, New York, NY"
1971.180.61a,False,False,118,American Decorative Arts,Andiron,Andiron,American,,,,,Maker,Attributed to,Paul Revere Jr.,"American, Boston, Massachusetts 1734–1818 Boston, Massachusetts",,"Revere, Paul, Jr.",American,"1734      ","1818      ",ca. 1780,1777,1780,Bell metal,31 1/2 x 14 x 23 1/2 in. (80 x 35.6 x 59.7 cm),"Bequest of Flora E. Whiting, 1971",Made in,Boston,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/118,2/6/2017 8:00:16 AM,"Metropolitan Museum of Art, New York, NY"
1971.180.61b,False,True,119,American Decorative Arts,Andiron,Andiron,American,,,,,Maker,Attributed to,Paul Revere Jr.,"American, Boston, Massachusetts 1734–1818 Boston, Massachusetts",,"Revere, Paul, Jr.",American,"1734      ","1818      ",ca. 1780,1777,1780,Bell metal,31 1/2 x 14 x 23 1/2 in. (80 x 35.6 x 59.7 cm),"Bequest of Flora E. Whiting, 1971",Made in,Boston,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/119,2/6/2017 8:00:16 AM,"Metropolitan Museum of Art, New York, NY"
68.69.17,False,True,120,American Decorative Arts,Andiron,Andiron,American,,,,,Designer|Maker,Designed by,Louis Comfort Tiffany|Tiffany Glass and Decorating Company,"American, New York 1848–1933 New York|American, 1892–1902",,"Tiffany, Louis Comfort|Tiffany Glass and Decorating Company",American,"1848      |1892      ","1933      |1902      ",1894,1894,1894,"Bronze, glass, iron",25 x 15 x 35 in. (63.5 x 38.1 x 88.9 cm),"Gift of Mrs. D. Chester Noyes, 1968",Made in,New York,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/120,2/6/2017 8:00:16 AM,"Metropolitan Museum of Art, New York, NY"
68.69.18,False,True,121,American Decorative Arts,Andiron,Andiron,American,,,,,Designer|Maker,Designed by,Louis Comfort Tiffany|Tiffany Glass and Decorating Company,"American, New York 1848–1933 New York|American, 1892–1902",,"Tiffany, Louis Comfort|Tiffany Glass and Decorating Company",American,"1848      |1892      ","1933      |1902      ",1894,1894,1894,"Bronze, glass, iron",25 x 15 x 35 in. (63.5 x 38.1 x 88.9 cm),"Gift of Mrs. D. Chester Noyes, 1968",Made in,New York,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/121,2/6/2017 8:00:16 AM,"Metropolitan Museum of Art, New York, NY"
64.291.1,False,True,122,American Decorative Arts,Andiron,Andiron,American,,,,,Maker,,Richard Wittingham,active before 1795–ca. 1818,,"Wittingham, Richard",,"1794      ","1818      ",ca. 1800,1797,1800,Brass,22 5/8 x 10 3/4 x 20 1/2 in. (57.5 x 27.3 x 52.1 cm),"Gift of Gertrude Moira Flanagan, 1964",Made in,New York,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/122,2/6/2017 8:00:16 AM,"Metropolitan Museum of Art, New York, NY"
64.291.2,False,True,123,American Decorative Arts,Andiron,Andiron,American,,,,,Maker,,Richard Wittingham,active before 1795–ca. 1818,,"Wittingham, Richard",,"1794      ","1818      ",ca. 1800,1797,1800,Brass,22 5/8 x 10 3/4 x 20 1/2 in. (57.5 x 27.3 x 52.1 cm),"Gift of Gertrude Moira Flanagan, 1964",Made in,New York,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/123,2/6/2017 8:00:16 AM,"Metropolitan Museum of Art, New York, NY"
38.165.24,False,True,124,American Decorative Arts,Apothecary jar,Apothecary Jar,Dutch,,,,,,,,,,,,,,1730–40,1730,1740,Earthenware,H. 3 5/8 in. (9.2 cm); Diam. 2 7/8 in. (7.3 cm),"Harris Brisbane Dick Fund, 1938",Made in,Delft,,,Netherlands,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/124,2/6/2017 8:00:16 AM,"Metropolitan Museum of Art, New York, NY"
38.165.25,False,True,125,American Decorative Arts,Apothecary jar,Apothecary Jar,Dutch,,,,,,,,,,,,,,1730–40,1730,1740,Earthenware,H. 3 5/8 in. (9.2 cm); Diam. 2 7/8 in. (7.3 cm),"Harris Brisbane Dick Fund, 1938",Made in,Delft,,,Netherlands,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/125,2/6/2017 8:00:16 AM,"Metropolitan Museum of Art, New York, NY"
46.67.16,False,True,126,American Decorative Arts,Figure,Figure of an Apple,British (American market),,,,,,,,,,,,,,1800–1830,1800,1830,"Earthenware, lusterware",H. 2 3/4 in. (7 cm); Diam. 3 3/8 in. (8.6 cm),"Gift of the Members of the Committee of the Bertha King Benkard Memorial Fund, 1946",Made in,,Staffordshire,Staffordshire,England,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/126,2/6/2017 8:00:16 AM,"Metropolitan Museum of Art, New York, NY"
46.67.17,False,True,127,American Decorative Arts,Figure,Figure of an Apple,British (American market),,,,,,,,,,,,,,1800–1830,1800,1830,"Earthenware, lusterware",H. 2 3/4 in. (7 cm); Diam. 3 3/8 in. (8.6 cm),"Gift of the Members of the Committee of the Bertha King Benkard Memorial Fund, 1946",Made in,,Staffordshire,Staffordshire,England,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/127,2/6/2017 8:00:16 AM,"Metropolitan Museum of Art, New York, NY"
46.67.18,False,True,128,American Decorative Arts,Figure,Figure of an Apple,British (American market),,,,,,,,,,,,,,1800–1830,1800,1830,"Earthenware, lusterware",H. 2 3/4 in. (7 cm); Diam. 3 3/8 in. (8.6 cm),"Gift of the Members of the Committee of the Bertha King Benkard Memorial Fund, 1946",Made in,,Staffordshire,Staffordshire,England,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/128,2/6/2017 8:00:16 AM,"Metropolitan Museum of Art, New York, NY"
68.133.6,False,False,129,American Decorative Arts,Statuette,Statuette: Arab Waiter and Tray,,,,,,,,,,,,,,,1868–70,1868,1870,Bronze,H. 43 in. (109.2 cm),"Gift of Josephine M. Fiala, 1968",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/129,2/6/2017 8:00:16 AM,"Metropolitan Museum of Art, New York, NY"
19.171.2,False,True,130,American Decorative Arts,Frame,Frame,American,,,,,Maker,,Stanford White,"American, New York 1853–1906 New York",,"White, Stanford",American,"1853      ","1906      ",1870–1900,1870,1900,"Wood, gilt",83 x 58 1/2 in. (210.8 x 148.6 cm),"Gift of Edward D. Adams, 1919",,,,,,,,,,,,Frames,,http://www.metmuseum.org/art/collection/search/130,2/6/2017 8:00:16 AM,"Metropolitan Museum of Art, New York, NY"
68.133.7,False,True,131,American Decorative Arts,Architectural elements,Architectural Elements,American,,,,,Maker,,Augustus Truesdale,,,"Truesdale, Augustus",,,"9999      ",1868–70,1868,1870,Wood,Dimensions unavailable,"Gift of Josephine M. Fiala, 1968",Made in,Meriden,,,United States,,,,,,,Architecture,,http://www.metmuseum.org/art/collection/search/131,2/6/2017 8:00:16 AM,"Metropolitan Museum of Art, New York, NY"
Inst.68.4.1,False,False,132,American Decorative Arts,Architectural elements,"Architectural elements from Halsted House, Rye, New York",American,,,,,,,,,,,,,,ca. 1825,1822,1825,"Wood, marble",Dimensions unavailable,"Gift of Henry U. and Emma B. Halsted, 1968",Made in,Rye,,,United States,,,,,,,Architecture,,http://www.metmuseum.org/art/collection/search/132,2/6/2017 8:00:16 AM,"Metropolitan Museum of Art, New York, NY"
1978.10.1,False,True,133,American Decorative Arts,Loggia elements,"Architectural Elements from Laurelton Hall, Oyster Bay, New York",American,,,,,Designer,Designed by,Louis Comfort Tiffany,"American, New York 1848–1933 New York",,"Tiffany, Louis Comfort",American,"1848      ","1933      ",ca. 1905,1902,1908,"Limestone, ceramic, and Fravrile glass",21 x 23 ft. (640.1 x 701 cm),"Gift of Jeannette Genius McKean and Hugh Ferguson McKean, in memory of Charles Hosmer Morse, 1978",Made in,Oyster Bay,,,United States,,,,,,,Architecture,,http://www.metmuseum.org/art/collection/search/133,2/6/2017 8:00:16 AM,"Metropolitan Museum of Art, New York, NY"
1972.187.1,False,True,134,American Decorative Arts,Bedroom,"Architectural elements from North Family Dwelling, New Lebanon, New York","American, Shaker",,,,,,,,,,,,,,ca. 1830–40,1827,1840,Wood,Dimensions unavailable,"Purchase, 1972",Made in,New Lebanon,,,United States,,,,,,,Architecture,,http://www.metmuseum.org/art/collection/search/134,2/6/2017 8:00:16 AM,"Metropolitan Museum of Art, New York, NY"
"24.116.4a, b",False,False,137,American Decorative Arts,Argand lamp,Argand lamp,British,,,,,,,,,,,,,,1800–1815,1800,1815,"Sheffield plate, earthenware, glass",H. 17 1/2 in. (44.5 cm),"Bequest of Miss Emilie Ogden, 1924",Made in,,,,England,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/137,2/6/2017 8:00:16 AM,"Metropolitan Museum of Art, New York, NY"
"24.116.5a, b",False,False,138,American Decorative Arts,Argand lamp,Argand Lamp,British,,,,,,,,,,,,,,1800–1815,1800,1815,"Sheffield plate, earthenware, glass",H. 17 1/2 in. (44.5 cm),"Bequest of Miss Emilie Ogden, 1924",Made in,,,,England,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/138,2/6/2017 8:00:16 AM,"Metropolitan Museum of Art, New York, NY"
67.262.6,False,True,139,American Decorative Arts,Argand lamp,Argand Lamp,,,,,,Maker,Attributed to,Messenger Company,,,"Messenger Company ",,,"9999      ",1835–40,1835,1840,"Bronze, gilt brass",17 7/8 x 17 x 7 7/8 in. (45.4 x 43.2 x 20 cm),"Gift of John C. Cattus, 1967",Made in,London,,,England,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/139,2/6/2017 8:00:16 AM,"Metropolitan Museum of Art, New York, NY"
1983.355,False,True,140,American Decorative Arts,Argand lamp,Argand Lamp,,,,,,Maker,Attributed to,Messenger Company,,,"Messenger Company ",,,"9999      ",1835–40,1835,1840,Gilt bronze,H. 17 1/2 in. (44.5 cm),"Gift of The Wunsch Americana Foundation, Inc., 1983",Made in,London,,,England,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/140,2/6/2017 8:00:16 AM,"Metropolitan Museum of Art, New York, NY"
Inst.69.8.1,False,False,141,American Decorative Arts,Lamp shade,Lamp Shade,,,,,,,,,,,,,,,1800–1900,1800,1900,Glass,Dimensions unavailable,"Purchase, The Edgar J. Kaufmann Foundation Gift, 1969",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/141,2/6/2017 8:00:16 AM,"Metropolitan Museum of Art, New York, NY"
Inst.69.8.2,False,False,142,American Decorative Arts,Lamp shade,Lamp Shade,,,,,,,,,,,,,,,1800–1900,1800,1900,Glass,Dimensions unavailable,"Purchase, The Edgar J. Kaufmann Foundation Gift, 1969",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/142,2/6/2017 8:00:16 AM,"Metropolitan Museum of Art, New York, NY"
